"kode_kab","kode_instansi","unit_kerja"
"1102","1010051","PUSKESMAS LAWE PERBUNGA"
"1102","1010052","PUSKESMAS GURGUR PARDOMUAN"
"1102","1010053","PUSKESMAS SUKA MAKMUR"
"1102","1010054","PUSKESMAS LEUSER"
"1102","1010055","PUSKESMAS NAGA TIMBUL"
"1102","1010056","PUSKESMAS BIAK MULI"
"1102","1010057","PUSKESMAS LAWE DUA"
"1102","1010058","PUSKESMAS KOTA KUTACANE"
"1102","1010059","PUSKESMAS KUTAMBARU"
"1102","1010060","PUSKESMAS NATAM"
"1102","1010061","PUSKESMAS MAMAS"
"1102","1010062","PUSKESMAS JAMBUR LAK-LAK"
"1102","1010063","PUSKESMAS DELENG POKHKISEN"
"1103","1010064","PUSKESMAS LOKOP"
"1103","1010065","PUSKESMAS SIMPANG JERNIH"
"1103","1010066","PUSKESMAS PEUNARON"
"1103","1010067","PUSKESMAS BIREM BAYEUN"
"1103","1010068","PUSKESMAS RANTAU SELAMAT"
"1103","1010069","PUSKESMAS SUNGAI RAYA"
"1103","1010070","PUSKESMAS PEUREULAK"
"1103","1010071","PUSKESMAS PEUREULAK TIMUR"
"1103","1010072","PUSKESMAS PEUREULAK BARAT"
"1103","1010073","PUSKESMAS RANTO PEUREULAK"
"1103","1010074","PUSKESMAS IDI RAYEUK"
"1103","1010075","PUSKESMAS PEUDAWA"
"1103","1010076","PUSKESMAS KEUDE GEUROBAK"
"1103","1010077","PUSKESMAS IDI TUNONG"
"1103","1010078","PUSKESMAS DARUL IHSAN"
"1103","1010079","PUSKESMAS IDI TIMUR"
"1103","1010080","PUSKESMAS DARUL AMAN"
"1103","1010081","PUSKESMAS NURUSSALAM"
"1103","1010082","PUSKESMAS DARUL FALAH"
"1103","1010083","PUSKESMAS JULOK"
"1103","1010084","PUSKESMAS ALUE IE MIRAH"
"1103","1010085","PUSKESMAS PERKEBUNAN INTI ALUE IE ITAM"
"1103","1010086","PUSKESMAS MATANG PUDENG"
"1103","1010087","PUSKESMAS PANTE BIDARI"
"1103","1010088","PUSKESMAS SIMPANG ULIM"
"1103","1010089","PUSKESMAS MADAT"
"1104","1010090","PUSKESMAS LINGE"
"1104","1010091","PUSKESMAS ATU LINTANG"
"1104","1010092","PUSKESMAS JAGONG"
"1104","1010093","PUSKESMAS BINTANG"
"1104","1010094","PUSKESMAS LUT TAWAR"
"1104","1010095","PUSKESMAS KEBAYAKAN"
"1104","1010096","PUSKESMAS PEGASING"
"1104","1010097","PUSKESMAS BIES"
"1104","1010098","PUSKESMAS BEBESEN"
"1104","1010099","PUSKESMAS KUTE PANANG"
"1104","1010100","PUSKESMAS SILIH NARA"
"1104","1010101","PUSKESMAS KETOL"
"1104","1010102","PUSKESMAS CELALA"
"1104","1010103","PUSKESMAS RUSIP ANTARA"
"1105","1010104","PUSKESMAS JOHAN PAHLAWAN"
"1105","1010105","PUSKESMAS SUAK RIBEE"
"1105","1010106","PUSKESMAS COT SEUMEREUNG"
"1105","1010107","PUSKESMAS KUTA PADANG LAYUNG"
"1105","1010108","PUSKESMAS DRIEN RAMPAK"
"1105","1010109","PUSKESMAS KUALA BHEE"
"1105","1010110","PUSKESMAS PASIE MALI (WOYLA BARAT)"
"1105","1010111","PUSKESMAS TANGKEH"
"1105","1010112","PUSKESMAS PEUREUMEU"
"1105","1010113","PUSKESMAS MEUREUBO"
"1105","1010114","PUSKESMAS PANTE CEUREUMEN"
"1105","1010115","PUSKESMAS MENTULANG"
"1105","1010116","PUSKESMAS KAJEUNG"
"1106","1010117","PUSKESMAS LHOONG"
"1106","1010118","PUSKESMAS LHOKNGA"
"1106","1010119","PUSKESMAS LEUPUNG"
"1106","1010120","PUSKESMAS INDRAPURI"
"1106","1010121","PUSKESMAS LAMPUPOK"
"1106","1010122","PUSKESMAS KUTA COT GLIE"
"1106","1010123","PUSKESMAS IE ALANG"
"1106","1010124","PUSKESMAS SEULIMEUM"
"1106","1010125","PUSKESMAS LAMTEUBA"
"1106","1010126","PUSKESMAS KOTA JANTHO"
"1106","1010127","PUSKESMAS LEMBAH SEULAWAH"
"1106","1010128","PUSKESMAS MESJID RAYA"
"1106","1010129","PUSKESMAS DARUSSALAM"
"1106","1010130","PUSKESMAS BAITUSSALAM"
"1106","1010131","PUSKESMAS KUTA BARO"
"1106","1010132","PUSKESMAS MONTASIK"
"1106","1010133","PUSKESMAS PIYEUNG"
"1106","1010134","PUSKESMAS BLANG BINTANG"
"1106","1010135","PUSKESMAS INGIN JAYA"
"1106","1010136","PUSKESMAS KRUENG BARONA JAYA"
"1106","1010137","PUSKESMAS SUKAMAKMUR"
"1106","1010138","PUSKESMAS KUTA MALAKA"
"1106","1010139","PUSKESMAS SIMPANG TIGA"
"1106","1010140","PUSKESMAS DARUL IMARAH"
"1106","1010141","PUSKESMAS DARUL KAMAL"
"1106","1010142","PUSKESMAS PEUKAN BADA"
"1106","1010143","PUSKESMAS LAMPISANG"
"1106","1010144","PUSKESMAS PULO ACEH"
"1107","1010145","PUSKESMAS GEUMPANG"
"1107","1010146","PUSKESMAS MANE"
"1107","1010147","PUSKESMAS GLUMPANG TIGA"
"1107","1010148","PUSKESMAS TEUPIEN RAYA"
"1107","1010149","PUSKESMAS GLUMPANG BARO"
"1107","1010150","PUSKESMAS MUTIARA"
"1107","1010151","PUSKESMAS MUTIARA BARAT"
"1107","1010152","PUSKESMAS UJONG RIMBA"
"1107","1010153","PUSKESMAS TIRO"
"1107","1010154","PUSKESMAS TANGSE"
"1107","1010155","PUSKESMAS TITEUE"
"1107","1010156","PUSKESMAS KEUMALA"
"1107","1010157","PUSKESMAS SAKTI"
"1107","1010158","PUSKESMAS MILA"
"1107","1010159","PUSKESMAS PADANG TIJI"
"1107","1010160","PUSKESMAS DELIMA"
"1107","1010161","PUSKESMAS REUBEE"
"1107","1010162","PUSKESMAS GRONG-GRONG"
"1107","1010163","PUSKESMAS INDRAJAYA"
"1107","1010164","PUSKESMAS PEUKAN BARO"
"1107","1010165","PUSKESMAS KEMBANG TANJONG"
"1107","1010166","PUSKESMAS SIMPANG TIGA"
"1107","1010167","PUSKESMAS KOTA SIGLI"
"1107","1010168","PUSKESMAS PIDIE"
"1107","1010169","PUSKESMAS BATEE"
"1107","1010170","PUSKESMAS MUARA TIGA"
"1111","1010171","PUSKESMAS SAMALANGA"
"1111","1010172","PUSKESMAS SIMPANG MAMPLAM"
"1111","1010173","PUSKESMAS PANDRAH"
"1111","1010174","PUSKESMAS JEUNIEB"
"1111","1010175","PUSKESMAS PEULIMBANG"
"1111","1010176","PUSKESMAS PEUDADA"
"1111","1010177","PUSKESMAS JULI"
"1111","1010178","PUSKESMAS JULI-2"
"1111","1010179","PUSKESMAS JEUMPA"
"1111","1010180","PUSKESMAS KOTA JUANG"
"1111","1010181","PUSKESMAS KUALA"
"1111","1010182","PUSKESMAS JANGKA"
"1111","1010183","PUSKESMAS PEUSANGAN"
"1111","1010184","PUSKESMAS PEUSANGAN SELATAN"
"1111","1010185","PUSKESMAS PEUSANGAN SIBLAH KRUENG"
"1111","1010186","PUSKESMAS MAKMUR"
"1111","1010187","PUSKESMAS GANDA PURA"
"1111","1010188","PUSKESMAS KUTA BLANG"
"1108","1010189","PUSKESMAS SAWANG"
"1108","1010190","PUSKESMAS NISAM"
"1108","1010191","PUSKESMAS BANDA BARO"
"1108","1010192","PUSKESMAS KUTA MAKMUR"
"1108","1010193","PUSKESMAS SIMPANG KRAMAT"
"1108","1010194","PUSKESMAS SYAMTALIRA BAYU"
"1108","1010195","PUSKESMAS NISAM ANTARA"
"1108","1010196","PUSKESMAS GEUREUDONG PASE"
"1108","1010197","PUSKESMAS MEURAH MULIA"
"1108","1010198","PUSKESMAS MATANGKULI"
"1108","1010199","PUSKESMAS PAYA BAKONG"
"1108","1010200","PUSKESMAS PIRAK TIMU"
"1108","1010201","PUSKESMAS COT GIREK"
"1108","1010202","PUSKESMAS TANAH JAMBO AYE"
"1108","1010203","PUSKESMAS LHOK BEURINGEN"
"1108","1010204","PUSKESMAS LANGKAHAN"
"1108","1010205","PUSKESMAS SIMPANG TIGA"
"1108","1010206","PUSKESMAS SEUNUDON"
"1108","1010207","PUSKESMAS BLANG GEULUMPANG"
"1108","1010208","PUSKESMAS BAKTIYA"
"1108","1010209","PUSKESMAS BAKTIYA BARAT"
"1108","1010210","PUSKESMAS LHOKSUKON"
"1108","1010211","PUSKESMAS BUKET HAGU"
"1108","1010212","PUSKESMAS TANAH LUAS"
"1108","1010213","PUSKESMAS NIBONG"
"1108","1010214","PUSKESMAS SAMUDERA"
"1108","1010215","PUSKESMAS SYAMTALIRA ARON"
"1108","1010216","PUSKESMAS TANAH PASIR"
"1108","1010217","PUSKESMAS LAPANG"
"1108","1010218","PUSKESMAS MUARA BATU"
"1108","1010219","PUSKESMAS DEWANTARA"
"1112","1010220","PUSKESMAS MANGGENG"
"1112","1010221","PUSKESMAS LEMBAH SABIL"
"1112","1010222","PUSKESMAS TANGAN-TANGAN"
"1112","1010223","PUSKESMAS BINEH KRUENG"
"1112","1010224","PUSKESMAS LHANG"
"1112","1010225","PUSKESMAS BLANG PIDIE"
"1112","1010226","PUSKESMAS ALUE SUNGAI PINANG"
"1112","1010227","PUSKESMAS SUSOH"
"1112","1010228","PUSKESMAS SANGKALAN"
"1112","1010229","PUSKESMAS KUALA BATEE"
"1112","1010230","PUSKESMAS ALUE PISANG"
"1112","1010231","PUSKESMAS BABAHROT"
"1112","1010232","PUSKESMAS IE MIRAH"
"1113","1010233","PUSKESMAS KUTA PANJANG"
"1113","1010234","PUSKESMAS BLANGJERANGO"
"1113","1010235","PUSKESMAS BLANGKEJEREN"
"1113","1010236","PUSKESMAS GUMPANG"
"1113","1010237","PUSKESMAS DABUN GELANG"
"1113","1010238","PUSKESMAS CINTA MAJU"
"1113","1010239","PUSKESMAS PINTU RIME"
"1113","1010240","PUSKESMAS PINING"
"1113","1010241","PUSKESMAS RIKIT GAIB"
"1113","1010242","PUSKESMAS KENYARAN"
"1113","1010243","PUSKESMAS TERANGUN"
"1113","1010244","PUSKESMAS REREBE"
"1116","1010245","PUSKESMAS TAMIANG HULU"
"1116","1010246","PUSKESMAS BANDAR PUSAKA"
"1116","1010247","PUSKESMAS KEJURUAN MUDA"
"1116","1010248","PUSKESMAS SIMPANG KIRI"
"1116","1010249","PUSKESMAS SAPTA JAYA"
"1116","1010250","PUSKESMAS RANTAU"
"1116","1010251","PUSKESMAS KUALA SIMPANG"
"1116","1010252","PUSKESMAS SERUWAY"
"1116","1010253","PUSKESMAS SUNGAI IYU"
"1116","1010254","PUSKESMAS BENDAHARA"
"1116","1010255","PUSKESMAS BANDA MULIA"
"1116","1010256","PUSKESMAS KARANG BARU"
"1116","1010257","PUSKESMAS SEKERAK"
"1116","1010258","PUSKESMAS MANYAK PAYED"
"1115","1010259","PUSKESMAS ALUE BILIE"
"1115","1010260","PUSKESMAS SUKA MULYA"
"1115","1010261","PUSKESMAS LUENG KEBEU JAGAD"
"1115","1010262","PUSKESMAS ALUE RAMBOT"
"1115","1010263","PUSKESMAS UJONG FATIHAH"
"1115","1010264","PUSKESMAS PADANG PANYANG"
"1115","1010265","PUSKESMAS PADANG RUBEK"
"1115","1010266","PUSKESMAS SIMPANG JAYA"
"1115","1010267","PUSKESMAS KUALA TADU"
"1115","1010268","PUSKESMAS BEUTONG"
"1115","1010269","PUSKESMAS BEUTONG ATEUH"
"1115","1010270","PUSKESMAS JEURAM"
"1115","1010271","PUSKESMAS COT KUTA"
"1115","1010272","PUSKESMAS UTEUN PULO"
"1114","1010273","PUSKESMAS TEUNOM"
"1114","1010274","PUSKESMAS PASIE RAYA"
"1114","1010275","PUSKESMAS PANGA"
"1114","1010276","PUSKESMAS KRUENG SABEE"
"1114","1010277","PUSKESMAS CALANG"
"1114","1010278","PUSKESMAS LAGEUN"
"1114","1010279","PUSKESMAS PATEK"
"1114","1010280","PUSKESMAS LHOK KRUET"
"1114","1010281","PUSKESMAS LAMNO"
"1114","1010282","PUSKESMAS INDRAJAYA"
"1117","1010283","PUSKESMAS LAMPAHAN"
"1117","1010284","PUSKESMAS RONGA RONGA"
"1117","1010285","PUSKESMAS BLANG RAKAL"
"1117","1010286","PUSKESMAS SINGAH MULO"
"1117","1010287","PUSKESMAS SIMPANG TIGA"
"1117","1010288","PUSKESMAS PANTE RAYA"
"1117","1010289","PUSKESMAS SIMPANG TERITIT"
"1117","1010290","PUSKESMAS BANDAR"
"1117","1010291","PUSKESMAS BENER KELIPAH"
"1117","1010292","PUSKESMAS SAMAR KILANG"
"1117","1010293","PUSKESMAS MESIDAH"
"1117","1010294","PUSKESMAS BUNTUL KEUMUMU"
"1117","1010295","PUSKESMAS RAMUNG"
"1118","1010296","PUSKESMAS MEUREUDU"
"1118","1010297","PUSKESMAS MEURAH DUA"
"1118","1010298","PUSKESMAS BANDAR DUA"
"1118","1010299","PUSKESMAS KUTA KRUENG"
"1118","1010300","PUSKESMAS BLANG KUTA"
"1118","1010301","PUSKESMAS JANGKA BUYA"
"1118","1010302","PUSKESMAS ULIM"
"1118","1010303","PUSKESMAS TRIENGGADENG"
"1118","1010304","PUSKESMAS PANTE RAJA"
"1118","1010305","PUSKESMAS BANDAR BARU"
"1118","1010306","PUSKESMAS CUBO"
"1171","1010307","PUSKESMAS MEURAXA"
"1171","1010308","PUSKESMAS JAYA BARU"
"1171","1010309","PUSKESMAS BANDA RAYA"
"1171","1010310","PUSKESMAS BAITURRAHMAN"
"1171","1010311","PUSKESMAS BATOH"
"1171","1010312","PUSKESMAS KUTA ALAM"
"1171","1010313","PUSKESMAS LAMPULO"
"1171","1010314","PUSKESMAS LAMPASEH KOTA"
"1171","1010315","PUSKESMAS KOPELMA DARUSSALAM"
"1171","1010316","PUSKESMAS JEULINGKE"
"1171","1010317","PUSKESMAS ULEE KARENG"
"1172","1010318","PUSKESMAS SUKAJAYA"
"1172","1010319","PUSKESMAS JABOI"
"1172","1010320","PUSKESMAS COT BA'U"
"1172","1010321","PUSKESMAS SUKAKARYA"
"1172","1010322","PUSKESMAS IBOIH"
"1172","1010323","PUSKESMAS PRIA LAOT"
"1174","1010324","PUSKESMAS UPT LANGSA TIMUR"
"1174","1010325","PUSKESMAS UPT LANGSA LAMA"
"1174","1010326","PUSKESMAS UPT LANGSA BARAT"
"1174","1010327","PUSKESMAS UPT LANGSA BARO"
"1174","1010328","PUSKESMAS UPT LANGSA KOTA"
"1173","1010329","PUSKESMAS BLANG MANGAT"
"1173","1010330","PUSKESMAS BLANG CUT"
"1173","1010331","PUSKESMAS MUARA DUA"
"1173","1010332","PUSKESMAS MUARA SATU"
"1173","1010333","PUSKESMAS BANDA SAKTI"
"1173","1010334","PUSKESMAS MON GEUDONG"
"1175","1010335","PUSKESMAS SIMPANG KIRI"
"1175","1010336","PUSKESMAS PENANGGALAN"
"1175","1010337","PUSKESMAS RUNDENG"
"1175","1010338","PUSKESMAS SULTAN DAULAT"
"1175","1010339","PUSKESMAS LONGKIB"
"1204","1010340","PUSKESMAS IDANOGAWO"
"1204","1010341","PUSKESMAS BAWOLATO"
"1204","1010342","PUSKESMAS ULUGAWO"
"1204","1010343","PUSKESMAS HILIWETO GIDO"
"1204","1010344","PUSKESMAS SOGAEADU"
"1204","1010345","PUSKESMAS MA'U"
"1204","1010346","PUSKESMAS SOMOLO-MOLO"
"1204","1010347","PUSKESMAS HILIDUHO"
"1204","1010348","PUSKESMAS BOTOMBAWO"
"1204","1010349","PUSKESMAS BOTOMUZOI"
"1213","1010350","PUSKESMAS BATAHAN"
"1213","1010351","PUSKESMAS SINUNUKAN"
"1213","1010352","PUSKESMAS MUARA SOMA"
"1213","1010353","PUSKESMAS SIMPANG GAMBIR"
"1213","1010354","PUSKESMAS MANISAK"
"1213","1010355","PUSKESMAS KOTANOPAN"
"1213","1010356","PUSKESMAS ULU PUNGKUT"
"1213","1010357","PUSKESMAS TAMBANGAN"
"1213","1010358","PUSKESMAS MAGA"
"1213","1010359","PUSKESMAS SIBANGGOR JAE"
"1213","1010360","PUSKESMAS MUARA SIPONGI"
"1213","1010361","PUSKESMAS PAKANTAN"
"1213","1010362","PUSKESMAS PANYABUNGAN JAE"
"1213","1010363","PUSKESMAS GUNUNG TUA"
"1213","1010364","PUSKESMAS KAYU LAUT"
"1213","1010365","PUSKESMAS LONGAT"
"1213","1010366","PUSKESMAS MOMPANG"
"1213","1010367","PUSKESMAS GUNUNG BARINGIN"
"1213","1010368","PUSKESMAS HUTABARGOT"
"1213","1010369","PUSKESMAS SIKARA-KARA"
"1213","1010370","PUSKESMAS PATILUBAN MUDIK"
"1213","1010371","PUSKESMAS SINGKUANG"
"1213","1010372","PUSKESMAS SIABU"
"1213","1010373","PUSKESMAS SIHEPENG"
"1213","1010374","PUSKESMAS MALINTANG"
"1213","1010375","PUSKESMAS NAGA JUANG"
"1203","1010376","PUSKESMAS PINTUPADANG"
"1203","1010377","PUSKESMAS SAYUR MATINGGI"
"1203","1010378","PUSKESMAS BATU HORPAK"
"1203","1010379","PUSKESMAS HURABA"
"1203","1010380","PUSKESMAS PARGARUTAN"
"1203","1010381","PUSKESMAS SIMARPINGGAN"
"1203","1010382","PUSKESMAS SITINJAK"
"1203","1010383","PUSKESMAS SANGKUNUR"
"1203","1010384","PUSKESMAS BATANG TORU"
"1203","1010385","PUSKESMAS MARANCAR UDIK"
"1203","1010386","PUSKESMAS HUTA RAJA"
"1203","1010387","PUSKESMAS DANAU MARSABUT"
"1203","1010388","PUSKESMAS HANOPAN"
"1203","1010389","PUSKESMAS SIPAGIMBAR"
"1203","1010390","PUSKESMAS SIMANGAMBAT"
"1203","1010391","PUSKESMAS BIRU"
"1201","1010392","PUSKESMAS PINANGSORI"
"1201","1010393","PUSKESMAS HUTABALANG"
"1201","1010394","PUSKESMAS SIBABANGUN"
"1201","1010395","PUSKESMAS LUMUT"
"1201","1010396","PUSKESMAS PULO PAKKAT"
"1201","1010397","PUSKESMAS PANDAN"
"1201","1010398","PUSKESMAS SARUDIK"
"1201","1010399","PUSKESMAS KALANGAN"
"1201","1010400","PUSKESMAS TUKKA"
"1201","1010401","PUSKESMAS PORIAHA"
"1201","1010402","PUSKESMAS AEK RAISAN"
"1201","1010403","PUSKESMAS KOLANG"
"1201","1010404","PUSKESMAS SORKAM"
"1201","1010405","PUSKESMAS GONTINGMAHE"
"1201","1010406","PUSKESMAS SIPEAPEA"
"1201","1010407","PUSKESMAS PASARIBU TOBING"
"1201","1010408","PUSKESMAS BARUS"
"1201","1010409","PUSKESMAS SIANTAR CA"
"1201","1010410","PUSKESMAS ANDAM DEWI"
"1201","1010411","PUSKESMAS BARUS UTARA"
"1201","1010412","PUSKESMAS MANDUAMAS"
"1201","1010413","PUSKESMAS SARAGIH"
"1201","1010414","PUSKESMAS SIRANDORUNG"
"1202","1010415","PUSKESMAS PARMONANGAN"
"1202","1010416","PUSKESMAS AEK RAJA"
"1202","1010417","PUSKESMAS ADIANKOTING/PARSINGKAMAN"
"1202","1010418","PUSKESMAS SITADATADA"
"1202","1010419","PUSKESMAS SITUMEANG HABINSARAN"
"1202","1010420","PUSKESMAS HUTABAGINDA"
"1202","1010421","PUSKESMAS SIATAS BARITA"
"1202","1010422","PUSKESMAS ONAN HASANG"
"1202","1010423","PUSKESMAS SARULLA"
"1202","1010424","PUSKESMAS JANJI ANGKOLA"
"1202","1010425","PUSKESMAS SIMANGUMBAN"
"1202","1010426","PUSKESMAS LUMBAN SINAGA"
"1202","1010427","PUSKESMAS PANGARIBUAN"
"1202","1010428","PUSKESMAS GAROGA"
"1202","1010429","PUSKESMAS SIPAHUTAR"
"1202","1010430","PUSKESMAS SILANGIT"
"1202","1010431","PUSKESMAS SIBORONGBORONG"
"1202","1010432","PUSKESMAS BUTAR"
"1202","1010433","PUSKESMAS MUARA"
"1212","1010434","PUSKESMAS BALIGE"
"1212","1010435","PUSKESMAS SOPOSURUNG"
"1212","1010436","PUSKESMAS TAMPAHAN"
"1212","1010437","PUSKESMAS LAGUBOTI"
"1212","1010438","PUSKESMAS PARSOBURAN"
"1212","1010439","PUSKESMAS BORBOR"
"1212","1010440","PUSKESMAS NASSAU"
"1212","1010441","PUSKESMAS SILAEN"
"1212","1010442","PUSKESMAS SIGUMPAR"
"1212","1010443","PUSKESMAS PORSEA"
"1212","1010444","PUSKESMAS PINTU POHAN MERANTI"
"1212","1010445","PUSKESMAS NARUMONDA"
"1212","1010446","PUSKESMAS PARMAKSIAN"
"1212","1010447","PUSKESMAS AEK NATOLU"
"1212","1010448","PUSKESMAS LIUMBAN JULU"
"1212","1010449","PUSKESMAS ULUAN"
"1212","1010450","PUSKESMAS JANJI MATOGU"
"1212","1010451","PUSKESMAS AJIBATA"
"1212","1010452","PUSKESMAS LUMBAN LOBU"
"1210","1010453","PUSKESMAS PERBAUNGAN"
"1210","1010454","PUSKESMAS PANGKATAN"
"1210","1010455","PUSKESMAS SUKA MAKMUR"
"1210","1010456","PUSKESMAS JANJI"
"1210","1010457","PUSKESMAS NEGERI LAMA"
"1210","1010458","PUSKESMAS TANJUNG HALOBAN"
"1210","1010459","PUSKESMAS TELUK SENTOSA"
"1210","1010460","PUSKESMAS LABUHAN BILIK"
"1210","1010461","PUSKESMAS SEI BEROMBANG"
"1210","1010462","PUSKESMAS SIGAMBAL"
"1210","1010463","PUSKESMAS LINGGA TIGA"
"1210","1010464","PUSKESMAS KOTA RANTAU PRAPAT"
"1210","1010465","PUSKESMAS PERLAYUAN"
"1209","1010466","PUSKESMAS BANDAR PASIR MANDOGE"
"1209","1010467","PUSKESMAS AEK SONGSONGAN"
"1209","1010468","PUSKESMAS PULAU RAKYAT"
"1209","1010469","PUSKESMAS AEK LOBA"
"1209","1010470","PUSKESMAS AEK LEDONG"
"1209","1010471","PUSKESMAS SEI KEPAYANG"
"1209","1010472","PUSKESMAS SEI KEPAYANG BARAT"
"1209","1010473","PUSKESMAS SEI APUNG"
"1209","1010474","PUSKESMAS BAGAN ASAHAN"
"1209","1010475","PUSKESMAS SIMPANG EMPAT"
"1209","1010476","PUSKESMAS AIR BATU"
"1209","1010477","PUSKESMAS HESSA AIR GENTING"
"1209","1010478","PUSKESMAS SEI DADAP"
"1209","1010479","PUSKESMAS PRAPAT JANJI"
"1209","1010480","PUSKESMAS TINGGI RAJA"
"1209","1010481","PUSKESMAS SETIA JANJI"
"1209","1010482","PUSKESMAS RAWANG PASAR IV"
"1209","1010483","PUSKESMAS MERANTI"
"1209","1010484","PUSKESMAS BINJAI SERBANGAN"
"1209","1010485","PUSKESMAS SIDODADI"
"1209","1010486","PUSKESMAS GAMBIR BARU"
"1209","1010487","PUSKESMAS MUTIARA"
"1208","1010488","PUSKESMAS SARIBU DOLOK"
"1208","1010489","PUSKESMAS PAMATANG SILIMAHUTA"
"1208","1010490","PUSKESMAS TIGA RUNGGU"
"1208","1010491","PUSKESMAS HARANGGAOL"
"1208","1010492","PUSKESMAS SIPINTU ANGIN"
"1208","1010493","PUSKESMAS SARIMATONDANG"
"1208","1010494","PUSKESMAS SIDAMANIK"
"1208","1010495","PUSKESMAS PARAPAT"
"1208","1010496","PUSKESMAS TANAH JAWA"
"1208","1010497","PUSKESMAS HATONDUHAN"
"1208","1010498","PUSKESMAS TIGA DOLOK"
"1208","1010499","PUSKESMAS TIGA BALATA"
"1208","1010500","PUSKESMAS PANEI TONGAH"
"1208","1010501","PUSKESMAS PANOMBEIAN PANE"
"1208","1010502","PUSKESMAS PEMATANG RAYA"
"1208","1010503","PUSKESMAS SARAN PADANG"
"1208","1010504","PUSKESMAS NEGERI DOLOK"
"1208","1010505","PUSKESMAS SINDAR RAYA"
"1208","1010506","PUSKESMAS TAPIAN DOLOK"
"1208","1010507","PUSKESMAS SERBALAWAN"
"1208","1010508","PUSKESMAS SILAU MALAHA"
"1208","1010509","PUSKESMAS BATU ANAM"
"1208","1010510","PUSKESMAS SIMPANG BAH JAMBI"
"1208","1010511","PUSKESMAS GUNUNG MALIGAS"
"1208","1010512","PUSKESMAS RAJA MALIGAS"
"1208","1010513","PUSKESMAS HUTA BAYU"
"1208","1010514","PUSKESMAS JAWA MARAJA"
"1208","1010515","PUSKESMAS PEMATANG BANDAR"
"1208","1010516","PUSKESMAS KERASAAN"
"1208","1010517","PUSKESMAS BANDAR HULUAN"
"1208","1010518","PUSKESMAS PERDAGANGAN"
"1208","1010519","PUSKESMAS BANDAR MASILAM"
"1208","1010520","PUSKESMAS BOSAR MALIGAS"
"1208","1010521","PUSKESMAS UJUNG PADANG"
"1211","1010522","PUSKESMAS HUTA RAKYAT"
"1211","1010523","PUSKESMAS BATANG BERUH"
"1211","1010524","PUSKESMAS BERAMPU"
"1211","1010525","PUSKESMAS SITINJO"
"1211","1010526","PUSKESMAS SIGALINGGING"
"1211","1010527","PUSKESMAS SUMBUL"
"1211","1010528","PUSKESMAS PEGAGAN JULU II"
"1211","1010529","PUSKESMAS SILALAHI"
"1211","1010530","PUSKESMAS PARONGIL"
"1211","1010531","PUSKESMAS BAKAL GAJAH"
