"kode_prov","kode_kab","kode_kec","nama_wilayah"
NULL,"1504","150403","MUARA BULIAN"
NULL,"1504","150404","BATIN XXIV"
NULL,"1504","150405","PEMAYUNG"
NULL,"1504","150406","MARO SEBO ULU"
NULL,"1504","150407","BAJUBANG"
NULL,"1504","150408","MARO SEBO ILIR"
NULL,"1505","150501","JAMBI LUAR KOTA"
NULL,"1505","150502","SEKERNAN"
NULL,"1505","150503","KUMPEH"
NULL,"1505","150504","MARO SEBO"
NULL,"1505","150505","MESTONG"
NULL,"1505","150506","KUMPEH ULU"
NULL,"1505","150507","SUNGAI BAHAR"
NULL,"1505","150508","SUNGAI GELAM"
NULL,"1505","150509","BAHAR UTARA"
NULL,"1505","150510","BAHAR SELATAN"
NULL,"1505","150511","TAMAN RAJO"
NULL,"1506","150601","TUNGKAL ULU"
NULL,"1506","150602","TUNGKAL ILIR"
NULL,"1506","150603","PENGABUAN"
NULL,"1506","150604","BETARA"
NULL,"1506","150605","MERLUNG"
NULL,"1506","150606","TEBING TINGGI"
NULL,"1506","150607","BATANG ASAM"
NULL,"1506","150608","RENAH MENDALUH"
NULL,"1506","150609","MUARA PAPALIK"
NULL,"1506","150610","SEBERANG KOTA"
NULL,"1506","150611","BRAM ITAM"
NULL,"1506","150612","KUALA BETARA"
NULL,"1506","150613","SENYERANG"
NULL,"1507","150701","MUARA SABAK TIMUR"
NULL,"1507","150702","NIPAH PANJANG"
NULL,"1507","150703","MENDAHARA"
NULL,"1507","150704","RANTAU RASAU"
NULL,"1507","150705","SADU"
NULL,"1507","150706","DENDANG"
NULL,"1507","150707","MUARA SABAK BARAT"
NULL,"1507","150708","KUALA JAMBI"
NULL,"1507","150709","MENDAHARA ULU"
NULL,"1507","150710","GERAGAI"
NULL,"1507","150711","BERBAK"
NULL,"1508","150801","TANAH TUMBUH"
NULL,"1508","150802","RANTAU PANDAN"
NULL,"1508","150803","PASAR MUARO BUNGO"
NULL,"1508","150804","JUJUHAN"
NULL,"1508","150805","TANAH SEPENGGAL"
NULL,"1508","150806","PELEPAT"
NULL,"1508","150807","LIMBUR LUBUK MENGKUANG"
NULL,"1508","150808","MUKO-MUKO BATHIN VII"
NULL,"1508","150809","PELEPAT ILIR"
NULL,"1508","150810","BATIN II BABEKO"
NULL,"1508","150811","BATHIN III"
NULL,"1508","150812","BUNGO DANI"
NULL,"1508","150813","RIMBO TENGAH"
NULL,"1508","150814","BATHIN III ULU"
NULL,"1508","150815","BATHIN II PELAYANG"
NULL,"1508","150816","JUJUHAN ILIR"
NULL,"1508","150817","TANAH SEPENGGAL LINTAS"
NULL,"1509","150901","TEBO TENGAH"
NULL,"1509","150902","TEBO ILIR"
NULL,"1509","150903","TEBO ULU"
NULL,"1509","150904","RIMBO BUJANG"
NULL,"1509","150905","SUMAY"
NULL,"1509","150906","VII KOTO"
NULL,"1509","150907","RIMBO ULU"
NULL,"1509","150908","RIMBO ILIR"
NULL,"1509","150909","TENGAH ILIR"
NULL,"1509","150910","SERAI SERUMPUN"
NULL,"1509","150911","VII KOTO ILIR"
NULL,"1509","150912","MUARA TABIR"
NULL,"1571","157101","TELANAIPURA"
NULL,"1571","157102","JAMBI SELATAN"
NULL,"1571","157103","JAMBI TIMUR"
NULL,"1571","157104","PASAR JAMBI"
NULL,"1571","157105","PELAYANGAN"
NULL,"1571","157106","DANAU TELUK"
NULL,"1571","157107","KOTA BARU"
NULL,"1571","157108","JELUTUNG"
NULL,"1571","157109","ALAM BARAJO"
NULL,"1571","157110","DANAU SIPIN"
NULL,"1571","157111","PAAL MERAH"
NULL,"1572","157201","SUNGAI PENUH"
NULL,"1572","157202","PESISIR BUKIT"
NULL,"1572","157203","HAMPARAN RAWANG"
NULL,"1572","157204","TANAH KAMPUNG"
NULL,"1572","157205","KUMUN DEBAI"
NULL,"1572","157206","PONDOK TINGGI"
NULL,"1572","157207","KOTO BARU"
NULL,"1572","157208","SUNGAI BUNGKAL"
NULL,"1601","160107","SOSOH BUAY RAYAP"
NULL,"1601","160108","PENGANDONAN"
NULL,"1601","160109","PENINJAUAN"
NULL,"1601","160113","BATURAJA BARAT"
NULL,"1601","160114","BATURAJA TIMUR"
NULL,"1601","160120","ULU OGAN"
NULL,"1601","160121","SEMIDANG AJI"
NULL,"1601","160122","LUBUK BATANG"
NULL,"1601","160128","LENGKITI"
NULL,"1601","160129","SINAR PENINJAUAN"
NULL,"1601","160130","LUBUK RAJA"
NULL,"1601","160131","MUARA JAYA"
NULL,"1601","160132","KEDATON PENINJAUAN RAYA"
NULL,"1602","160202","TANJUNG LUBUK"
NULL,"1602","160203","PEDAMARAN"
NULL,"1602","160204","MESUJI"
NULL,"1602","160205","KAYU AGUNG"
NULL,"1602","160208","SIRAH PULAU PADANG"
NULL,"1602","160211","TULUNG SELAPAN"
NULL,"1602","160212","PAMPANGAN"
NULL,"1602","160213","LEMPUING"
NULL,"1602","160214","AIR SUGIHAN"
NULL,"1602","160215","SUNGAI MENANG"
NULL,"1602","160217","JEJAWI"
NULL,"1602","160218","CENGAL"
NULL,"1602","160219","PANGKALAN LAMPAM"
NULL,"1602","160220","MESUJI MAKMUR"
NULL,"1602","160221","MESUJI RAYA"
NULL,"1602","160222","LEMPUING JAYA"
NULL,"1602","160223","TELUK GELAM"
NULL,"1602","160224","PEDAMARAN TIMUR"
NULL,"1603","160301","TANJUNG AGUNG"
NULL,"1603","160302","MUARA ENIM"
NULL,"1603","160303","RAMBANG NIRU"
NULL,"1603","160304","GUNUNG MEGANG"
NULL,"1603","160306","GELUMBANG"
NULL,"1603","160307","LAWANG KIDUL"
NULL,"1603","160308","SEMENDE DARAT LAUT"
NULL,"1603","160309","SEMENDE DARAT TENGAH"
NULL,"1603","160310","SEMENDE DARAT ULU"
NULL,"1603","160311","UJAN MAS"
NULL,"1603","160314","LUBAI"
NULL,"1603","160315","RAMBANG"
NULL,"1603","160316","SUNGAI ROTAN"
NULL,"1603","160317","LEMBAK"
NULL,"1603","160319","BENAKAT"
NULL,"1603","160321","KELEKAR"
NULL,"1603","160322","MUARA BELIDA"
NULL,"1603","160323","BELIMBING"
NULL,"1603","160324","BELIDA DARAT"
NULL,"1603","160325","LUBAI ULU"
NULL,"1603","160326","EMPAT PETULAI DANGKU"
NULL,"1603","160327","PANANG ENIM"
NULL,"1604","160401","TANJUNGSAKTI PUMU"
NULL,"1604","160406","JARAI"
NULL,"1604","160407","KOTA AGUNG"
NULL,"1604","160408","PULAUPINANG"
NULL,"1604","160409","MERAPI BARAT"
NULL,"1604","160410","LAHAT"
NULL,"1604","160412","PAJAR BULAN"
NULL,"1604","160415","MULAK ULU"
NULL,"1604","160416","KIKIM SELATAN"
NULL,"1604","160417","KIKIM TIMUR"
NULL,"1604","160418","KIKIM TENGAH"
NULL,"1604","160419","KIKIM BARAT"
NULL,"1604","160420","PSEKSU"
NULL,"1604","160421","GUMAY TALANG"
NULL,"1604","160422","PAGAR GUNUNG"
NULL,"1604","160423","MERAPI TIMUR"
NULL,"1604","160424","TANJUNG SAKTI PUMI"
NULL,"1604","160425","GUMAY ULU"
NULL,"1604","160426","MERAPI SELATAN"
NULL,"1604","160427","TANJUNGTEBAT"
NULL,"1604","160428","MUARAPAYANG"
NULL,"1604","160429","SUKAMERINDU"
NULL,"1604","160430","MULAK SEBINGKAI"
NULL,"1604","160431","LAHAT SELATAN"
NULL,"1605","160501","TUGUMULYO"
NULL,"1605","160502","MUARA LAKITAN"
NULL,"1605","160503","MUARA KELINGI"
NULL,"1605","160508","JAYALOKA"
NULL,"1605","160509","MUARA BELITI"
NULL,"1605","160510","STL ULU TERAWAS"
NULL,"1605","160511","SELANGIT"
NULL,"1605","160512","MEGANG SAKTI"
NULL,"1605","160513","PURWODADI"
NULL,"1605","160514","BULAN TENGAH SUKU ULU"
NULL,"1605","160518","TIANG PUMPUNG KEPUNGUT"
NULL,"1605","160519","SUMBER HARTA"
NULL,"1605","160520","TUAH NEGERI"
NULL,"1605","160521","SUKA KARYA"
NULL,"1606","160601","SEKAYU"
NULL,"1606","160602","LAIS"
NULL,"1606","160603","SUNGAI KERUH"
NULL,"1606","160604","BATANG HARI LEKO"
NULL,"1606","160605","SANGA DESA"
NULL,"1606","160606","BABAT TOMAN"
NULL,"1606","160607","SUNGAI LILIN"
NULL,"1606","160608","KELUANG"
NULL,"1606","160609","BAYUNG LENCIR"
NULL,"1606","160610","PLAKAT TINGGI"
NULL,"1606","160611","LALAN"
NULL,"1606","160612","TUNGKAL JAYA"
NULL,"1606","160613","LAWANG WETAN"
NULL,"1606","160614","BABAT SUPAT"
NULL,"1606","160615","JIRAK JAYA"
NULL,"1607","160701","BANYUASIN I"
NULL,"1607","160702","BANYUASIN II"
NULL,"1607","160703","BANYUASIN III"
NULL,"1607","160704","PULAU RIMAU"
NULL,"1607","160705","BETUNG"
NULL,"1607","160706","RAMBUTAN"
NULL,"1607","160707","MUARA PADANG"
NULL,"1607","160708","MUARA TELANG"
NULL,"1607","160709","MAKARTI JAYA"
NULL,"1607","160710","TALANG KELAPA"
NULL,"1607","160711","RANTAU BAYUR"
NULL,"1607","160712","TANJUNG LAGO"
NULL,"1607","160713","MUARA SUGIHAN"
NULL,"1607","160714","AIR SALEK"
NULL,"1607","160715","TUNGKAL ILIR"
NULL,"1607","160716","SUAK TAPEH"
NULL,"1607","160717","SEMBAWA"
NULL,"1607","160718","SUMBER MARGA TELANG"
NULL,"1607","160719","AIR KUMBANG"
NULL,"1607","160720","KARANG AGUNG ILIR"
NULL,"1607","160721","SELAT PENUGUAN"
NULL,"1608","160801","MARTAPURA"
NULL,"1608","160802","BUAY MADANG"
NULL,"1608","160803","BELITANG"
NULL,"1608","160804","CEMPAKA"
NULL,"1608","160805","BUAY PEMUKA PELIUNG"
NULL,"1608","160806","MADANG SUKU II"
NULL,"1608","160807","MADANG SUKU I"
NULL,"1608","160808","SEMENDAWAI SUKU III"
NULL,"1608","160809","BELITANG II"
NULL,"1608","160810","BELITANG III"
NULL,"1608","160811","BUNGA MAYANG"
NULL,"1608","160812","BUAY MADANG TIMUR"
NULL,"1608","160813","MADANG SUKU III"
NULL,"1608","160814","SEMENDAWAI BARAT"
NULL,"1608","160815","SEMENDAWAI TIMUR"
NULL,"1608","160816","JAYAPURA"
NULL,"1608","160817","BELITANG JAYA"
NULL,"1608","160818","BELITANG MADANG RAYA"
NULL,"1608","160819","BELITANG MULYA"
NULL,"1608","160820","BUAY PEMUKA BANGSA RAJA"
NULL,"1609","160901","MUARA DUA"
NULL,"1609","160902","PULAU BERINGIN"
NULL,"1609","160903","BANDING AGUNG"
NULL,"1609","160904","MUARA DUA KISAM"
NULL,"1609","160905","SIMPANG"
NULL,"1609","160906","BUAY SANDANG AJI"
NULL,"1609","160907","BUAY RUNJUNG"
NULL,"1609","160908","MEKAKAU ILIR"
NULL,"1609","160909","BUAY PEMACA"
NULL,"1609","160910","KISAM TINGGI"
NULL,"1609","160911","KISAM ILIR"
NULL,"1609","160912","BUAY PEMATANG RIBU RANAU T"
NULL,"1609","160913","WARKUK RANAU SELATAN"
NULL,"1609","160914","RUNJUNG AGUNG"
NULL,"1609","160915","SUNGAI ARE"
NULL,"1609","160916","SINDANG DANAU"
NULL,"1609","160917","BUANA PEMACA"
NULL,"1609","160918","TIGA DIHAJI"
NULL,"1609","160919","BUAY RAWAN"
NULL,"1610","161001","MUARA KUANG"
NULL,"1610","161002","TANJUNG BATU"
NULL,"1610","161003","TANJUNG RAJA"
NULL,"1610","161004","INDRALAYA"
NULL,"1610","161005","PEMULUTAN"
NULL,"1610","161006","RANTAU ALAI"
NULL,"1610","161007","INDRALAYA UTARA"
NULL,"1610","161008","INDRALAYA SELATAN"
NULL,"1610","161009","PEMULUTAN SELATAN"
NULL,"1610","161010","PEMULUTAN BARAT"
NULL,"1610","161011","RANTAU PANJANG"
NULL,"1610","161012","SUNGAI PINANG"
NULL,"1610","161013","KANDIS"
NULL,"1610","161014","RAMBANG KUANG"
NULL,"1610","161015","LUBUK KELIAT"
NULL,"1610","161016","PAYARAMAN"
NULL,"1611","161101","MUARA PINANG"
NULL,"1611","161102","PENDOPO"
NULL,"1611","161103","ULU MUSI"
NULL,"1611","161104","TEBING TINGGI"
NULL,"1611","161105","LINTANG KANAN"
NULL,"1611","161106","TALANG PADANG"
NULL,"1611","161107","PASEMAH AIR KERUH"
NULL,"1611","161108","SIKAP DALAM"
NULL,"1611","161109","SALING"
NULL,"1611","161110","PENDOPO BARAT"
NULL,"1612","161201","TALANG UBI"
NULL,"1612","161202","PENUKAL UTARA"
NULL,"1612","161203","PENUKAL"
NULL,"1612","161204","ABAB"
NULL,"1612","161205","TANAH ABANG"
NULL,"1613","161301","RUPIT"
NULL,"1613","161302","RAWAS ULU"
NULL,"1613","161303","NIBUNG"
NULL,"1613","161304","RAWAS ILIR"
NULL,"1613","161305","KARANG DAPO"
NULL,"1613","161306","KARANG JAYA"
NULL,"1613","161307","ULU RAWAS"
NULL,"1671","167101","ILIR BARAT II"
NULL,"1671","167102","SEBERANG ULU I"
NULL,"1671","167103","SEBERANG ULU II"
NULL,"1671","167104","ILIR BARAT I"
NULL,"1671","167105","ILIR TIMUR I"
NULL,"1671","167106","ILIR TIMUR II"
NULL,"1671","167107","SUKARAMI"
NULL,"1671","167108","SAKO"
NULL,"1671","167109","KEMUNING"
NULL,"1671","167110","KALIDONI"
NULL,"1671","167111","BUKIT KECIL"
NULL,"1671","167112","GANDUS"
NULL,"1671","167113","KERTAPATI"
NULL,"1671","167114","PLAJU"
NULL,"1671","167115","ALANG-ALANG LEBAR"
NULL,"1671","167116","SEMATANG BORANG"
NULL,"1671","167117","JAKABARING"
NULL,"1671","167118","ILIR TIMUR TIGA"
NULL,"1672","167201","PAGAR ALAM UTARA"
NULL,"1672","167202","PAGAR ALAM SELATAN"
NULL,"1672","167203","DEMPO UTARA"
NULL,"1672","167204","DEMPO SELATAN"
NULL,"1672","167205","DEMPO TENGAH"
NULL,"1673","167301","LUBUK LINGGAU TIMUR I"
NULL,"1673","167302","LUBUK LINGGAU BARAT I"
NULL,"1673","167303","LUBUK LINGGAU SELATAN I"
NULL,"1673","167304","LUBUK LINGGAU UTARA I"
NULL,"1673","167305","LUBUK LINGGAU TIMUR II"
NULL,"1673","167306","LUBUK LINGGAU BARAT II"
NULL,"1673","167307","LUBUK LINGGAU SELATAN II"
NULL,"1673","167308","LUBUK LINGGAU UTARA II"
NULL,"1674","167401","PRABUMULIH BARAT"
NULL,"1674","167402","PRABUMULIH TIMUR"
NULL,"1674","167403","CAMBAI"
NULL,"1674","167404","RAMBANG KPK TENGAH"
NULL,"1674","167405","PRABUMULIH UTARA"
NULL,"1674","167406","PRABUMULIH SELATAN"
NULL,"1701","170101","KEDURANG"
NULL,"1701","170102","SEGINIM"
NULL,"1701","170103","PINO"
NULL,"1701","170104","MANNA"
NULL,"1701","170105","KOTA MANNA"
NULL,"1701","170106","PINO RAYA"
NULL,"1701","170107","KEDURANG ILIR"
NULL,"1701","170108","AIR NIPIS"
NULL,"1701","170109","ULU MANNA"
NULL,"1701","170110","BUNGA MAS"
NULL,"1701","170111","PASAR MANNA"
NULL,"1702","170206","KOTA PADANG"
NULL,"1702","170207","PADANG ULAK TANDING"
NULL,"1702","170208","SINDANG KELINGI"
NULL,"1702","170209","CURUP"
NULL,"1702","170210","BERMANI ULU"
NULL,"1702","170211","SELUPU REJANG"
NULL,"1702","170216","CURUP UTARA"
NULL,"1702","170217","CURUP TIMUR"
NULL,"1702","170218","CURUP SELATAN"
NULL,"1702","170219","CURUP TENGAH"
NULL,"1702","170220","BINDURIANG"
NULL,"1702","170221","SINDANG BELITI ULU"
NULL,"1702","170222","SINDANG DATARAN"
NULL,"1702","170223","SINDANG BELITI ILIR"
NULL,"1702","170224","BERMANI ULU RAYA"
NULL,"1703","170301","ENGGANO"
NULL,"1703","170306","KERKAP"
NULL,"1703","170307","KOTA ARGA MAKMUR"
NULL,"1703","170308","GIRI MULYA"
NULL,"1703","170309","PADANG JAYA"
NULL,"1703","170310","LAIS"
NULL,"1703","170311","BATIK NAU"
NULL,"1703","170312","KETAHUN"
NULL,"1703","170313","NAPAL PUTIH"
NULL,"1703","170314","PUTRI HIJAU"
NULL,"1703","170315","AIR BESI"
NULL,"1703","170316","AIR NAPAL"
NULL,"1703","170319","HULU PALIK"
NULL,"1703","170320","AIR PADANG"
NULL,"1703","170321","ARMA JAYA"
NULL,"1703","170322","TANJUNG AGUNG PALIK"
NULL,"1703","170323","ULOK KUPAI"
NULL,"1703","170324","PINANG RAYA"
NULL,"1703","170325","MARGA SAKTI SEBELAT"
NULL,"1704","170401","KINAL"
NULL,"1704","170402","TANJUNG KEMUNING"
NULL,"1704","170403","KAUR UTARA"
NULL,"1704","170404","KAUR TENGAH"
NULL,"1704","170405","KAUR SELATAN"
NULL,"1704","170406","MAJE"
NULL,"1704","170407","NASAL"
NULL,"1704","170408","SEMIDANG GUMAY"
NULL,"1704","170409","KELAM TENGAH"
NULL,"1704","170410","LUAS"
NULL,"1704","170411","MUARA SAHUNG"
NULL,"1704","170412","TETAP"
NULL,"1704","170413","LUNGKANG KULE"
NULL,"1704","170414","PADANG GUCI HILIR"
NULL,"1704","170415","PADANG GUCI HULU"
NULL,"1705","170501","SUKARAJA"
NULL,"1705","170502","SELUMA"
NULL,"1705","170503","TALO"
NULL,"1705","170504","SEMIDANG ALAS"
NULL,"1705","170505","SEMIDANG ALAS MARAS"
NULL,"1705","170506","AIR PERIUKAN"
NULL,"1705","170507","LUBUK SANDI"
NULL,"1705","170508","SELUMA BARAT"
NULL,"1705","170509","SELUMA TIMUR"
NULL,"1705","170510","SELUMA UTARA"
NULL,"1705","170511","SELUMA SELATAN"
NULL,"1705","170512","TALO KECIL"
NULL,"1705","170513","ULU TALO"
NULL,"1705","170514","ILIR TALO"
NULL,"1706","170601","LUBUK PINANG"
NULL,"1706","170602","KOTA MUKOMUKO"
NULL,"1706","170603","TERAS TERUNJAM"
NULL,"1706","170604","PONDOK SUGUH"
NULL,"1706","170605","IPUH"
NULL,"1706","170606","MALIN DEMAN"
NULL,"1706","170607","AIR RAMI"
NULL,"1706","170608","TERAMANG JAYA"
NULL,"1706","170609","SELAGAN RAYA"
NULL,"1706","170610","PENARIK"
NULL,"1706","170611","XIV KOTO"
NULL,"1706","170612","V KOTO"
NULL,"1706","170613","AIR MAJUNTO"
NULL,"1706","170614","AIR DIKIT"
NULL,"1706","170615","SUNGAI RUMBAI"
NULL,"1707","170701","LEBONG UTARA"
NULL,"1707","170702","LEBONG ATAS"
NULL,"1707","170703","LEBONG TENGAH"
NULL,"1707","170704","LEBONG SELATAN"
NULL,"1707","170705","RIMBO PENGADANG"
NULL,"1707","170706","TOPOS"
NULL,"1707","170707","BINGIN KUNING"
NULL,"1707","170708","LEBONG SAKTI"
NULL,"1707","170709","PELABAI"
NULL,"1707","170710","AMEN"
NULL,"1707","170711","URAM JAYA"
NULL,"1707","170712","PINANG BELAPIS"
NULL,"1708","170801","BERMANI ILIR"
NULL,"1708","170802","UJAN MAS"
NULL,"1708","170803","TEBAT KARAI"
NULL,"1708","170804","KEPAHIANG"
NULL,"1708","170805","MERIGI"
NULL,"1708","170806","KEBAWETAN"
NULL,"1708","170807","SEBERANG MUSI"
NULL,"1708","170808","MUARA KEMUMU"
NULL,"1709","170901","KARANG TINGGI"
NULL,"1709","170902","TALANG EMPAT"
NULL,"1709","170903","PONDOK KELAPA"
NULL,"1709","170904","PEMATANG TIGA"
NULL,"1709","170905","PAGAR JATI"
NULL,"1709","170906","TABA PENANJUNG"
NULL,"1709","170907","MERIGI KELINDANG"
NULL,"1709","170908","MERIGI SAKTI"
NULL,"1709","170909","PONDOK KUBANG"
NULL,"1709","170910","BANG HAJI"
NULL,"1709","170911","SEMIDANG LAGAN"
NULL,"1771","177101","SELEBAR"
NULL,"1771","177102","GADING CEMPAKA"
NULL,"1771","177103","TELUK SEGARA"
NULL,"1771","177104","MUARA BANGKA HULU"
NULL,"1771","177105","KAMPUNG MELAYU"
NULL,"1771","177106","RATU AGUNG"
NULL,"1771","177107","RATU SAMBAN"
NULL,"1771","177108","SUNGAI SERUT"
NULL,"1771","177109","SINGARAN PATI"
NULL,"1801","180104","NATAR"
NULL,"1801","180105","TANJUNG BINTANG"
NULL,"1801","180106","KALIANDA"
NULL,"1801","180107","SIDOMULYO"
NULL,"1801","180108","KATIBUNG"
NULL,"1801","180109","PENENGAHAN"
NULL,"1801","180110","PALAS"
NULL,"1801","180113","JATI AGUNG"
NULL,"1801","180114","KETAPANG"
NULL,"1801","180115","SRAGI"
NULL,"1801","180116","RAJA BASA"
NULL,"1801","180117","CANDIPURO"
NULL,"1801","180118","MERBAU MATARAM"
NULL,"1801","180121","BAKAUHENI"
NULL,"1801","180122","TANJUNG SARI"
NULL,"1801","180123","WAY SULAN"
NULL,"1801","180124","WAY PANJI"
NULL,"1802","180201","KALIREJO"
NULL,"1802","180202","BANGUN REJO"
NULL,"1802","180203","PADANG RATU"
NULL,"1802","180204","GUNUNG SUGIH"
NULL,"1802","180205","TRIMURJO"
NULL,"1802","180206","PUNGGUR"
NULL,"1802","180207","TERBANGGI BESAR"
NULL,"1802","180208","SEPUTIH RAMAN"
NULL,"1802","180209","RUMBIA"
NULL,"1802","180210","SEPUTIH BANYAK"
NULL,"1802","180211","SEPUTIH MATARAM"
NULL,"1802","180212","SEPUTIH SURABAYA"
NULL,"1802","180213","TERUSAN NUNYAI"
NULL,"1802","180214","BUMI RATU NUBAN"
NULL,"1802","180215","BEKRI"
NULL,"1802","180216","SEPUTIH AGUNG"
NULL,"1802","180217","WAY PANGUBUAN"
NULL,"1802","180218","BANDAR MATARAM"
NULL,"1802","180219","PUBIAN"
NULL,"1802","180220","SELAGAI LINGGA"
NULL,"1802","180221","ANAK TUHA"
NULL,"1802","180222","SENDANG AGUNG"
NULL,"1802","180223","KOTA GAJAH"
NULL,"1802","180224","BUMI NABUNG"
NULL,"1802","180225","WAY SEPUTIH"
NULL,"1802","180226","BANDAR SURABAYA"
NULL,"1802","180227","ANAK RATU AJI"
NULL,"1802","180228","PUTRA RUMBIA"
NULL,"1803","180301","BUKIT KEMUNING"
NULL,"1803","180302","KOTABUMI"
NULL,"1803","180303","SUNGKAI SELATAN"
NULL,"1803","180304","TANJUNG RAJA"
NULL,"1803","180305","ABUNG TIMUR"
NULL,"1803","180306","ABUNG BARAT"
NULL,"1803","180307","ABUNG SELATAN"
NULL,"1803","180308","SUNGKAI UTARA"
NULL,"1803","180309","KOTABUMI UTARA"
NULL,"1803","180310","KOTABUMI SELATAN"
NULL,"1803","180311","ABUNG TENGAH"
NULL,"1803","180312","ABUNG TINGGI"
NULL,"1803","180313","ABUNG SEMULI"
NULL,"1803","180314","ABUNG SURAKARTA"
NULL,"1803","180315","MUARA SUNGKAI"
NULL,"1803","180316","BUNGA MAYANG"
NULL,"1803","180317","HULU SUNGKAI"
NULL,"1803","180318","SUNGKAI TENGAH"
NULL,"1803","180319","ABUNG PEKURUN"
NULL,"1803","180320","SUNGKAI JAYA"
NULL,"1803","180321","SUNGKAI BARAT"
NULL,"1803","180322","ABUNG KUNANG"
NULL,"1803","180323","BLAMBANGAN PAGAR"
NULL,"1804","180404","BALIK BUKIT"
NULL,"1804","180405","SUMBER JAYA"
NULL,"1804","180406","BELALAU"
NULL,"1804","180407","WAY TENONG"
NULL,"1804","180408","SEKINCAU"
NULL,"1804","180409","SUOH"
NULL,"1804","180410","BATU BRAK"
NULL,"1804","180411","SUKAU"
NULL,"1804","180415","GEDUNG SURIAN"
NULL,"1804","180418","KEBUN TEBU"
NULL,"1804","180419","AIR HITAM"
NULL,"1804","180420","PAGAR DEWA"
NULL,"1804","180421","BATU KETULIS"
NULL,"1804","180422","LUMBOK SEMINUNG"
NULL,"1804","180423","BANDAR NEGERI SUOH"
NULL,"1805","180502","MENGGALA"
NULL,"1805","180506","GEDUNG AJI"
NULL,"1805","180508","BANJAR AGUNG"
NULL,"1805","180511","GEDUNG MENENG"
NULL,"1805","180512","RAWA JITU SELATAN"
NULL,"1805","180513","PENAWAR TAMA"
NULL,"1805","180518","RAWA JITU TIMUR"
NULL,"1805","180520","BANJAR MARGO"
NULL,"1805","180522","RAWA PITU"
NULL,"1805","180523","PENAWAR AJI"
NULL,"1805","180525","DENTE TELADAS"
NULL,"1805","180526","MERAKSA AJI"
NULL,"1805","180527","GEDUNG AJI BARU"
NULL,"1805","180529","BANJAR BARU"
NULL,"1805","180530","MENGGALA TIMUR"
NULL,"1806","180601","KOTA AGUNG"
NULL,"1806","180602","TALANG PADANG"
NULL,"1806","180603","WONOSOBO"
NULL,"1806","180604","PULAU PANGGUNG"
NULL,"1806","180609","CUKUH BALAK"
NULL,"1806","180611","PUGUNG"
NULL,"1806","180612","SEMAKA"
NULL,"1806","180613","SUMBER REJO"
NULL,"1806","180615","ULU BELU"
NULL,"1806","180616","PEMATANG SAWA"
NULL,"1806","180617","KLUMBAYAN"
NULL,"1806","180618","KOTA AGUNG BARAT"
NULL,"1806","180619","KOTA AGUNG TIMUR"
NULL,"1806","180620","GISTING"
NULL,"1806","180621","GUNUNG ALIP"
NULL,"1806","180624","LIMAU"
NULL,"1806","180625","BANDAR NEGERI SEMUONG"
NULL,"1806","180626","AIR NANINGAN"
NULL,"1806","180627","BULOK"
NULL,"1806","180628","KLUMBAYAN BARAT"
NULL,"1807","180701","SUKADANA"
NULL,"1807","180702","LABUHAN MARINGGAI"
NULL,"1807","180703","JABUNG"
NULL,"1807","180704","PEKALONGAN"
NULL,"1807","180705","SEKAMPUNG"
NULL,"1807","180706","BATANGHARI"
NULL,"1807","180707","WAY JEPARA"
NULL,"1807","180708","PURBOLINGGO"
NULL,"1807","180709","RAMAN UTARA"
NULL,"1807","180710","METRO KIBANG"
NULL,"1807","180711","MARGA TIGA"
NULL,"1807","180712","SEKAMPUNG UDIK"
NULL,"1807","180713","BATANGHARI NUBAN"
NULL,"1807","180714","BUMI AGUNG"
NULL,"1807","180715","BANDAR SRIBHAWONO"
NULL,"1807","180716","MATARAM BARU"
NULL,"1807","180717","MELINTING"
NULL,"1807","180718","GUNUNG PELINDUNG"
NULL,"1807","180719","PASIR SAKTI"
NULL,"1807","180720","WAWAY KARYA"
NULL,"1807","180721","LABUHAN RATU"
NULL,"1807","180722","BRAJA SELEBAH"
NULL,"1807","180723","WAY BUNGUR"
NULL,"1807","180724","MARGA SEKAMPUNG"
NULL,"1808","180801","BLAMBANGAN UMPU"
NULL,"1808","180802","KASUI"
NULL,"1808","180803","BANJIT"
NULL,"1808","180804","BARADATU"
NULL,"1808","180805","BAHUGA"
NULL,"1808","180806","PAKUAN RATU"
NULL,"1808","180807","NEGERI AGUNG"
NULL,"1808","180808","WAY TUBA"
NULL,"1808","180809","REBANG TANGKAS"
NULL,"1808","180810","GUNUNG LABUHAN"
NULL,"1808","180811","NEGARA BATIN"
NULL,"1808","180812","NEGERI BESAR"
NULL,"1808","180813","BUAY BAHUGA"
NULL,"1808","180814","BUMI AGUNG"
NULL,"1809","180901","GEDONG TATAAN"
NULL,"1809","180902","NEGERI KATON"
NULL,"1809","180903","TEGINENENG"
NULL,"1809","180904","WAY LIMA"
NULL,"1809","180905","PADANG CERMIN"
NULL,"1809","180906","PUNDUH PIDADA"
NULL,"1809","180907","KEDONDONG"
NULL,"1809","180908","MARGA PUNDUH"
NULL,"1809","180909","WAY KHILAU"
NULL,"1809","180910","TELUK PANDAN"
NULL,"1809","180911","WAY RATAI"
NULL,"1810","181001","PRINGSEWU"
NULL,"1810","181002","GADING REJO"
NULL,"1810","181003","AMBARAWA"
NULL,"1810","181004","PARDASUKA"
NULL,"1810","181005","PAGELARAN"
